playerID,year,team,minutes,games_played,total_points,total_rebounds,total_assists,points_per_min,assists_per_min,rebounds_per_min,steals_per_min,blocks_per_min,turnovers_per_min,FG%,FT%,Three%,Three Rate,team_wins,team_losses,conference_rank,playoff_made,confID,MVP_winner
mccanra01w,10,MIN,482,34,145,68,26,0.3008298755186722,0.0539419087136929,0.1410788381742738,0.0311203319502074,0.0207468879668049,0.0746887966804979,0.3733333333333333,0.5641025641025641,0.2894736842105263,0.2533333333333333,14,20,5,0,1,0
mccarja01w,6,CHA,311,28,50,76,11,0.1607717041800643,0.0353697749196141,0.2443729903536977,0.0385852090032154,0.022508038585209,0.0707395498392283,0.34,0.64,0.0,0.0,6,28,6,0,0,0
mccarja01w,7,CHA,421,30,136,105,25,0.3230403800475059,0.0593824228028503,0.2494061757719715,0.0403800475059382,0.0475059382422802,0.0665083135391924,0.4576271186440678,0.6363636363636364,0.0,0.0,11,23,6,0,0,0
mccarja01w,8,NYL,677,32,332,152,36,0.4903988183161004,0.053175775480059,0.224519940915805,0.0576070901033973,0.0295420974889217,0.1166912850812407,0.5461847389558233,0.8333333333333334,0.0,0.0040160642570281,16,18,4,1,0,0
mccarja01w,9,NYL,816,31,425,168,66,0.5208333333333334,0.0808823529411764,0.2058823529411764,0.0551470588235294,0.0318627450980392,0.0821078431372549,0.535031847133758,0.7739130434782608,0.0,0.0254777070063694,19,15,3,1,0,0
mccarja01w,10,NYL,848,32,393,175,88,0.4634433962264151,0.1037735849056603,0.2063679245283018,0.0483490566037735,0.0518867924528301,0.1014150943396226,0.5016611295681063,0.8411214953271028,0.3333333333333333,0.0099667774086378,13,21,7,0,0,0
mccarst01w,1,IND,635,32,230,60,57,0.3622047244094488,0.089763779527559,0.0944881889763779,0.0488188976377952,0.0094488188976377,0.074015748031496,0.3975903614457831,0.8255813953488372,0.3857142857142857,0.4216867469879518,9,23,7,0,0,0
mccarst01w,2,IND,504,30,169,55,58,0.3353174603174603,0.115079365079365,0.1091269841269841,0.0515873015873015,0.0277777777777777,0.0753968253968253,0.3795620437956204,0.7636363636363637,0.4035087719298245,0.4160583941605839,10,22,6,0,0,0
mccarst01w,4,IND,577,28,194,41,58,0.3362218370883882,0.1005199306759098,0.07105719237435,0.0589254766031195,0.0103986135181975,0.0641247833622183,0.3468208092485549,0.9375,0.3452380952380952,0.4855491329479768,16,18,5,0,0,0
mccarst01w,5,IND,450,22,91,28,52,0.2022222222222222,0.1155555555555555,0.0622222222222222,0.0533333333333333,0.0111111111111111,0.0666666666666666,0.375,0.7058823529411765,0.3333333333333333,0.5416666666666666,15,19,6,0,0,0
mcconsu01w,1,CLE,705,32,173,50,119,0.2453900709219858,0.1687943262411347,0.0709219858156028,0.0212765957446808,0.001418439716312,0.0978723404255319,0.4142857142857143,0.76,0.3917525773195876,0.6928571428571428,17,15,2,1,0,0
